"b","Start.Time","Current.Time","Duration.Time.DS","DS.Rejection","DS.TS","cores"
5,2025-06-12 00:17:29.025649,2025-06-12 00:17:29.446808,0.42061710357666,0,2.71493264445986,8
1,2025-06-12 00:17:29.025289,2025-06-12 00:17:29.488466,0.46263599395752,0,6.26558725454716,8
2,2025-06-12 00:17:29.029844,2025-06-12 00:17:29.480969,0.450567960739136,0,0.948513493397462,8
3,2025-06-12 00:17:29.026287,2025-06-12 00:17:29.530389,0.503489971160889,0,2.80175068852739,8
7,2025-06-12 00:17:29.025829,2025-06-12 00:17:29.532877,0.506464004516602,0,6.19772909959367,8
6,2025-06-12 00:17:29.027724,2025-06-12 00:17:29.547791,0.518980026245117,0,1.39118866502363,8
4,2025-06-12 00:17:29.026145,2025-06-12 00:17:29.581455,0.554725885391235,1,19.943756886907,8
8,2025-06-12 00:17:29.524847,2025-06-12 00:17:29.98242,0.457518100738525,0,1.28843166371915,8
10,2025-06-12 00:17:29.551182,2025-06-12 00:17:30.011676,0.460443019866943,0,5.5818117820158,8
9,2025-06-12 00:17:29.536769,2025-06-12 00:17:30.035835,0.498950004577637,0,0.658658399692152,8
11,2025-06-12 00:17:29.578805,2025-06-12 00:17:30.061283,0.482425928115845,1,13.9883842748767,8
12,2025-06-12 00:17:29.577811,2025-06-12 00:17:30.09651,0.518646955490112,0,2.88755080454236,8
13,2025-06-12 00:17:29.604924,2025-06-12 00:17:30.106006,0.501031875610352,0,2.92149864878812,8
14,2025-06-12 00:17:29.641329,2025-06-12 00:17:30.202553,0.56116509437561,1,13.1723472693838,8
15,2025-06-12 00:17:30.000842,2025-06-12 00:17:30.413079,0.412181854248047,0,4.55453147189523,8
17,2025-06-12 00:17:30.054197,2025-06-12 00:17:30.504841,0.450588941574097,0,6.28869112367794,8
16,2025-06-12 00:17:30.020851,2025-06-12 00:17:30.510977,0.49004602432251,0,6.69917913174521,8
18,2025-06-12 00:17:30.075558,2025-06-12 00:17:30.526994,0.451320171356201,0,1.81448020252237,8
20,2025-06-12 00:17:30.123169,2025-06-12 00:17:30.602918,0.479623079299927,0,4.73671790258109,8
19,2025-06-12 00:17:30.109722,2025-06-12 00:17:30.603103,0.493324995040894,0,5.21849081843436,8
21,2025-06-12 00:17:30.22129,2025-06-12 00:17:30.629591,0.40824818611145,0,2.51546641635505,8
22,2025-06-12 00:17:30.423096,2025-06-12 00:17:30.824049,0.400897979736328,0,5.824222584616,8
23,2025-06-12 00:17:30.521809,2025-06-12 00:17:30.873625,0.35169792175293,0,1.19254617692723,8
24,2025-06-12 00:17:30.523932,2025-06-12 00:17:30.891132,0.367138147354126,0,6.6771010694876,8
25,2025-06-12 00:17:30.539916,2025-06-12 00:17:30.937105,0.397127151489258,0,10.2029997795488,8
26,2025-06-12 00:17:30.613693,2025-06-12 00:17:30.99307,0.37925910949707,0,8.17528670388361,8
28,2025-06-12 00:17:30.647838,2025-06-12 00:17:31.02201,0.374109983444214,0,3.09986837894963e-13,8
27,2025-06-12 00:17:30.619115,2025-06-12 00:17:31.038634,0.419399976730347,0,1.85048631091123,8
29,2025-06-12 00:17:30.841958,2025-06-12 00:17:31.22629,0.384276151657104,0,1.19305454303824,8
31,2025-06-12 00:17:30.907167,2025-06-12 00:17:31.23368,0.326455116271973,0,1.19704549839192,8
30,2025-06-12 00:17:30.893306,2025-06-12 00:17:31.277021,0.383656978607178,0,3.71698446337049,8
32,2025-06-12 00:17:30.947478,2025-06-12 00:17:31.358851,0.411314010620117,1,14.5053196351891,8
33,2025-06-12 00:17:31.008654,2025-06-12 00:17:31.530639,0.521922826766968,0,4.92361863550755,8
35,2025-06-12 00:17:31.059092,2025-06-12 00:17:31.647741,0.588593006134033,0,6.89144237019566,8
34,2025-06-12 00:17:31.041444,2025-06-12 00:17:31.649018,0.607456922531128,1,14.6162838459634,8
36,2025-06-12 00:17:31.244658,2025-06-12 00:17:31.890758,0.645984172821045,1,11.7472751191001,8
37,2025-06-12 00:17:31.248197,2025-06-12 00:17:31.972479,0.724225997924805,0,1.54434906704667,8
39,2025-06-12 00:17:31.400068,2025-06-12 00:17:32.066574,0.666450023651123,0,2.86259820309425,8
38,2025-06-12 00:17:31.296977,2025-06-12 00:17:32.085172,0.788116931915283,0,7.68932211728507,8
40,2025-06-12 00:17:31.571623,2025-06-12 00:17:32.136236,0.564559936523438,0,9.52082229638426,8
42,2025-06-12 00:17:31.668521,2025-06-12 00:17:32.243821,0.575172185897827,0,1.28576799571098,8
41,2025-06-12 00:17:31.662667,2025-06-12 00:17:32.258816,0.596036911010742,0,4.10320716021843,8
43,2025-06-12 00:17:31.921291,2025-06-12 00:17:32.544719,0.623374938964844,1,99.3162904566879,8
