EL_Inf,b,start.Time,Current.Time,Diff.Time,cores
0.222350742,1506,17:15.5,19:54.7,2.653036865,64
0.765083692,1507,17:22.0,20:08.8,2.779957485,64
0.34745328,1508,17:23.2,20:21.3,2.967856324,64
0.475776322,1509,17:24.1,19:59.2,2.584116193,64
0.105533591,1510,17:24.6,20:11.2,2.776146507,64
0.31188438,1511,17:25.2,20:04.1,2.649500942,64
0.362874779,1512,17:26.7,20:32.7,3.099424764,64
0.614775066,1513,17:28.1,20:24.9,2.946473996,64
0.415344244,1514,17:31.0,20:12.1,2.683892377,64
0.444233607,1515,17:31.4,20:06.9,2.592549201,64
0.122184295,1516,17:33.2,20:34.4,3.019439582,64
0.25823835,1517,17:34.4,20:33.9,2.991490928,64
0.458486,1518,17:34.9,20:19.5,2.743410913,64
0.236828247,1519,17:39.9,20:26.5,2.776059004,64
0.430102694,1520,17:44.8,20:43.3,2.973925455,64
0.338822641,1521,17:47.4,20:40.6,2.886251863,64
0.29318771,1522,17:52.7,20:26.4,2.561456025,64
0.610727447,1523,17:59.9,20:35.3,2.590052513,64
0.422222262,1524,18:01.4,20:36.2,2.58121328,64
2.301618951,1525,18:02.6,20:48.1,2.759337489,64
0.532682032,1526,18:02.6,20:51.7,2.817945194,64
0.639191162,1527,18:02.7,21:05.2,3.041067592,64
0.282681199,1528,18:07.7,20:48.4,2.677269451,64
1.231675188,1529,18:11.1,20:42.1,2.517199985,64
0.156418366,1530,18:13.6,21:10.4,2.947318975,64
0.723510469,1531,18:19.4,20:58.6,2.653293626,64
0.078224287,1532,18:20.0,21:26.0,3.099605846,64
1.050953357,1533,18:23.7,20:56.0,2.539039365,64
0.708184539,1534,18:32.0,21:36.2,3.069761213,64
0.360946445,1535,18:35.3,21:14.8,2.657683857,64
0.267557351,1536,18:37.2,21:32.6,2.923164773,64
1.030602603,1537,18:37.7,21:31.6,2.897255019,64
0.084443552,1538,18:42.6,21:30.1,2.790765913,64
0.384708689,1539,18:42.8,21:45.4,3.044721595,64
0.392573575,1540,18:43.4,21:17.9,2.576107113,64
0.167491043,1541,18:44.2,21:22.1,2.631294155,64
0.430222706,1542,18:48.4,21:39.2,2.846839352,64
1.029588056,1543,18:49.3,21:37.2,2.797941975,64
0.211653302,1544,18:49.8,21:29.5,2.661572425,64
0.69359229,1545,19:01.7,21:39.1,2.622712135,64
0.326492853,1546,19:07.3,21:47.4,2.668609774,64
1.186771117,1547,19:10.4,22:07.1,2.945815186,64
0.461367833,1548,19:15.8,21:49.8,2.566171797,64
0.309801837,1549,19:19.2,21:58.3,2.651060537,64
0.474149115,1550,19:22.0,22:00.0,2.633907441,64
0.536514134,1551,19:22.0,22:10.1,2.801517999,64
0.150351932,1552,19:28.8,22:15.5,2.778287617,64
0.212064509,1553,19:30.6,22:32.2,3.027702737,64
0.463013735,1554,19:32.3,22:15.1,2.71388102,64
0.693199366,1555,19:33.7,22:10.4,2.612870816,64
0.052063701,1556,19:34.4,22:11.2,2.614173961,64
0.603665819,1557,19:34.4,22:26.3,2.864403415,64
0.184603097,1558,19:39.4,22:12.7,2.555934143,64
0.43537021,1559,19:43.1,22:29.6,2.774847511,64
0.111221635,1560,19:44.9,22:40.8,2.931218104,64
0.327851997,1561,19:47.4,22:28.9,2.692167505,64
0.243541026,1562,19:50.2,22:36.0,2.762843545,64
0.470704344,1563,19:53.1,22:45.7,2.876471357,64
0.696017663,1564,19:54.7,22:36.4,2.693814651,64
0.189910551,1565,19:56.1,22:44.3,2.802534783,64
0.851331296,1566,19:59.2,22:29.8,2.510799078,64
0.363763506,1567,20:03.6,23:00.0,2.939570463,64
0.210028687,1568,20:04.2,22:40.2,2.600846855,64
0.338411228,1569,20:05.1,23:08.0,3.048501333,64
0.206173754,1570,20:07.0,22:41.0,2.566708056,64
0.592807201,1571,20:07.4,22:47.8,2.673313006,64
0.432714023,1572,20:08.8,22:56.4,2.792727168,64
0.274207741,1573,20:09.0,23:02.2,2.886628858,64
0.822755546,1574,20:11.2,22:45.5,2.570811574,64
0.509681296,1575,20:12.1,22:58.1,2.766274993,64
0.256862294,1576,20:19.5,23:03.8,2.737953174,64
0.086229654,1577,20:21.3,23:16.2,2.914767075,64
0.381823872,1578,20:24.9,23:11.9,2.782319705,64
0.045592181,1579,20:26.4,23:10.8,2.741121364,64
0.772750269,1580,20:26.5,23:22.3,2.930718104,64
0.53541034,1581,20:32.7,23:30.5,2.963084499,64
0.347644179,1582,20:33.9,23:27.1,2.887550902,64
0.296031944,1583,20:34.4,23:34.5,3.001863941,64
0.680815024,1584,20:35.3,23:13.8,2.641126732,64
0.667208119,1585,20:36.3,23:13.0,2.612775151,64
0.305599702,1586,20:40.6,23:32.3,2.861749772,64
0.402277767,1587,20:42.1,23:13.8,2.527632646,64
0.344459223,1588,20:43.3,23:43.4,3.001239602,64
0.133665488,1589,20:48.1,23:37.2,2.817834946,64
0.418864529,1590,20:48.4,23:35.8,2.790166811,64
0.152364268,1591,20:51.7,23:39.3,2.792579897,64
0.110093836,1592,20:56.0,23:37.5,2.690935175,64
1.437444246,1593,20:58.6,23:35.0,2.605739216,64
0.258703362,1594,21:05.2,24:02.8,2.960161702,64
0.199755118,1595,21:10.5,24:02.0,2.858429877,64
0.17859913,1596,21:14.8,23:48.1,2.555032019,64
1.238997822,1597,21:18.0,23:56.5,2.643135691,64
0.459728944,1598,21:22.1,23:55.7,2.559526388,64
0.561726205,1599,21:26.0,24:35.0,3.148975968,64
0.144842723,1600,21:29.5,24:04.6,2.585398511,64
0.573358198,1601,21:30.1,24:17.4,2.78869249,64
0.340212634,1602,21:31.6,24:13.4,2.697721422,64
0.83940815,1603,21:32.6,24:22.9,2.837686996,64
1.048872495,1604,21:36.2,24:24.8,2.809110892,64
0.349601822,1605,21:37.2,24:35.7,2.975673175,64
0.767432075,1606,21:39.1,24:40.4,3.021485225,64
0.387383632,1607,21:39.3,24:38.9,2.993615595,64
0.549048725,1608,21:45.5,24:35.3,2.829955633,64
0.042649369,1609,21:47.5,24:22.9,2.590092587,64
0.155221053,1610,21:49.8,24:23.7,2.564140427,64
0.236209069,1611,21:58.3,24:45.8,2.792516243,64
0.231142214,1612,22:00.0,24:43.9,2.731309537,64
0.831237656,1613,22:07.1,25:04.2,2.950809451,64
0.084964883,1614,22:10.1,24:56.5,2.772169065,64
0.131933659,1615,22:10.4,25:13.2,3.04663529,64
1.149577407,1616,22:11.2,24:47.4,2.601971904,64
0.24261278,1617,22:12.8,24:45.9,2.552061649,64
0.424798039,1618,22:15.1,25:03.5,2.806547161,64
0.898543187,1619,22:15.5,25:10.7,2.920805736,64
0.935508863,1620,22:26.3,25:18.9,2.876668294,64
0.398944295,1621,22:28.9,25:14.3,2.755964065,64
0.658852885,1622,22:29.6,25:17.1,2.791745297,64
0.631124404,1623,22:29.8,25:19.7,2.830185302,64
0.175804683,1624,22:32.3,25:42.7,3.173749371,64
0.521402181,1625,22:36.0,25:25.3,2.82129484,64
0.272501971,1626,22:36.4,25:22.9,2.774858785,64
0.097398431,1627,22:40.2,25:19.5,2.653792532,64
0.869826132,1628,22:40.8,25:32.0,2.852847016,64
0.085196904,1629,22:41.0,25:13.7,2.545954176,64
1.307823109,1630,22:44.3,25:29.7,2.756853334,64
0.418337989,1631,22:45.5,25:21.9,2.606008859,64
0.719953254,1632,22:45.7,25:48.5,3.046338554,64
0.736923567,1633,22:47.8,25:47.6,2.996310397,64
1.685808664,1634,22:56.4,25:30.7,2.572454703,64
0.807302762,1635,22:58.1,25:37.2,2.651680028,64
1.94541899,1636,23:00.0,25:55.8,2.930287218,64
0.839704997,1637,23:02.2,26:08.3,3.102134665,64
0.172909962,1638,23:03.8,25:48.1,2.738999446,64
0.317034602,1639,23:08.0,26:01.9,2.897399334,64
0.160121118,1640,23:10.9,25:44.9,2.567383663,64
0.064436286,1641,23:11.9,26:06.0,2.901151832,64
0.267515309,1642,23:13.0,25:47.1,2.568219097,64
0.18640968,1643,23:13.8,25:46.9,2.550915035,64
0.693484914,1644,23:13.8,25:50.7,2.615054766,64
0.28022047,1645,23:16.2,26:08.4,2.869789048,64
0.8308551,1646,23:22.4,26:11.0,2.810397053,64
1.899426847,1647,23:27.2,25:59.0,2.530281059,64
0.33221519,1648,23:30.5,26:30.4,2.998025513,64
0.523795235,1649,23:32.3,26:17.1,2.746371722,64
0.81875402,1650,23:34.5,26:37.0,3.040467493,64
0.149540098,1651,23:35.0,26:24.3,2.821940804,64
0.123315346,1652,23:35.8,26:16.4,2.6769666,64
0.121992921,1653,23:37.2,26:30.1,2.881457432,64
0.573738963,1654,23:37.5,26:10.5,2.550345294,64
0.092620131,1655,23:39.3,26:30.0,2.844733131,64
0.177084967,1656,23:43.4,26:20.9,2.625908371,64
0.272021476,1657,23:48.1,26:26.1,2.633414821,64
0.995239848,1658,23:55.7,26:31.9,2.603710814,64
0.782673028,1659,23:56.6,26:33.9,2.622529443,64
0.399756043,1660,24:02.0,26:53.2,2.853697006,64
0.481930129,1661,24:02.8,27:03.1,3.004647851,64
0.603867714,1662,24:04.6,26:38.4,2.563428211,64
0.152556072,1663,24:13.5,26:53.9,2.674836469,64
0.19152407,1664,24:17.5,27:13.8,2.938941999,64
0.156270045,1665,24:22.9,27:23.7,3.013756466,64
0.191599235,1666,24:22.9,27:14.5,2.860071806,64
0.772022691,1667,24:23.7,26:58.3,2.57666074,64
0.384963937,1668,24:24.8,27:42.9,3.300796056,64
0.130502096,1669,24:35.0,27:42.6,3.127513178,64
0.07426942,1670,24:35.3,27:19.9,2.743420502,64
0.546332711,1671,24:35.8,27:23.3,2.791934387,64
0.138209206,1672,24:38.9,27:40.7,3.029365579,64
0.274083442,1673,24:40.4,27:45.4,3.084404906,64
0.098940029,1674,24:43.9,27:22.1,2.636382739,64
0.345670809,1675,24:45.9,27:26.7,2.680179365,64
0.313162446,1676,24:45.9,27:18.3,2.540500744,64
0.664738666,1677,24:47.4,27:34.4,2.783998497,64
0.649715174,1678,24:56.5,27:40.9,2.740503863,64
0.160529528,1679,25:03.5,27:47.0,2.723801382,64
0.095827833,1680,25:04.2,27:58.3,2.901665254,64
0.232648587,1681,25:10.8,28:04.3,2.891960152,64
1.246598131,1682,25:13.3,28:04.6,2.855739923,64
0.188901104,1683,25:13.7,27:47.5,2.563034622,64
0.808189726,1684,25:14.3,27:55.9,2.692125503,64
0.652458739,1685,25:17.1,28:00.2,2.717857881,64
0.446284821,1686,25:18.9,28:13.5,2.908817029,64
0.710316965,1687,25:19.5,27:57.9,2.640713088,64
0.484962452,1688,25:19.7,28:08.6,2.815016003,64
0.975568114,1689,25:21.9,28:03.1,2.686287439,64
0.236853585,1690,25:22.9,28:23.7,3.013127033,64
0.084640176,1691,25:25.3,28:11.5,2.769719251,64
0.333795703,1692,25:29.7,28:13.5,2.729968568,64
0.290182288,1693,25:30.7,28:06.2,2.590998205,64
1.62567919,1694,25:32.0,28:23.0,2.849235932,64
0.638038486,1695,25:37.2,28:22.9,2.761536908,64
0.070136077,1696,25:42.7,28:31.9,2.819123598,64
0.681491142,1697,25:44.9,28:18.7,2.56312242,64
0.242032366,1698,25:46.9,28:21.0,2.568706055,64
0.121336046,1699,25:47.2,28:23.2,2.601093821,64
0.147546517,1700,25:47.6,28:45.0,2.956268088,64
0.241890781,1701,25:48.1,28:31.9,2.729421067,64
0.354544972,1702,25:48.5,28:54.3,3.097373291,64
0.288655409,1703,25:50.8,28:26.2,2.591027351,64
0.134781656,1704,25:55.9,28:56.0,3.002801756,64
0.624661898,1705,25:59.0,28:30.1,2.519165285,64
0.140992244,1706,26:01.9,28:58.6,2.944726058,64
0.749836746,1707,26:06.0,28:53.4,2.789609023,64
0.893532371,1708,26:08.3,28:57.7,2.821892508,64
0.706280982,1709,26:08.4,28:55.6,2.78614157,64
0.512732359,1710,26:10.6,28:44.5,2.565112209,64
0.988657791,1711,26:11.0,28:57.3,2.772183633,64
0.326140727,1712,26:16.5,29:01.5,2.749876273,64
0.124284495,1713,26:17.1,29:04.8,2.794675199,64
0.285285096,1714,26:21.0,28:59.3,2.638963143,64
0.83627703,1715,26:24.3,29:09.1,2.746573389,64
0.193093184,1716,26:26.1,29:04.5,2.639048775,64
1.004385929,1717,26:30.0,29:21.8,2.862301795,64
1.513389442,1718,26:30.1,29:27.9,2.963020897,64
0.310618436,1719,26:30.4,29:36.5,3.101795657,64
1.089894965,1720,26:32.0,29:09.8,2.630321046,64
0.217920309,1721,26:33.9,29:12.4,2.640598472,64
0.331083772,1722,26:37.0,29:37.5,3.009175547,64
0.642527672,1723,26:38.5,29:31.9,2.890399504,64
0.314897219,1724,26:53.2,29:42.4,2.819787316,64
0.085520552,1725,26:54.0,29:37.4,2.724551348,64
0.159612331,1726,26:58.3,29:49.3,2.849119409,64
0.339935496,1727,27:03.1,30:02.8,2.994947489,64
0.319057953,1728,27:13.8,30:07.8,2.899883838,64
0.122475262,1729,27:14.5,30:11.4,2.947561177,64
0.335584452,1730,27:18.4,30:14.5,2.935826902,64
0.32675207,1731,27:19.9,30:05.9,2.766571168,64
0.767061886,1732,27:22.1,29:59.5,2.622030707,64
0.254617308,1733,27:23.3,30:09.7,2.773990023,64
0.216849445,1734,27:23.7,30:06.1,2.706225359,64
0.700539713,1735,27:26.7,30:04.5,2.629598447,64
0.851420866,1736,27:34.4,30:18.2,2.728495256,64
0.213031706,1737,27:40.7,30:31.2,2.841846363,64
0.599951571,1738,27:40.9,30:27.4,2.774407617,64
0.075449018,1739,27:42.7,30:53.2,3.176270874,64
0.354173873,1740,27:42.9,31:00.5,3.2942788,64
0.69130965,1741,27:45.5,30:34.5,2.816435464,64
0.477150045,1742,27:47.0,30:34.6,2.794107707,64
0.08917198,1743,27:47.6,30:23.4,2.597281651,64
0.098702126,1744,27:55.9,30:37.9,2.699973396,64
2.311680792,1745,27:57.9,30:39.9,2.699755001,64
0.152355642,1746,27:58.3,30:54.7,2.940285969,64
0.370242634,1747,28:00.2,30:44.3,2.734000766,64
0.245132392,1748,28:03.1,30:41.0,2.631943508,64
0.165094873,1749,28:04.3,30:59.9,2.92678647,64
0.164652509,1750,28:04.6,30:55.5,2.847967045,64
0.205735124,1751,28:06.2,30:43.1,2.613787882,64
0.115609068,1752,28:08.6,31:00.0,2.856258845,64
0.593578723,1753,28:11.5,30:58.9,2.788815125,64
0.931754376,1754,28:13.5,31:15.2,3.027774183,64
0.663447569,1755,28:13.5,31:00.2,2.777556817,64
0.59763064,1756,28:18.7,30:53.7,2.583261573,64
0.129546753,1757,28:21.0,30:53.0,2.532146843,64
0.468867799,1758,28:22.9,31:08.2,2.754863306,64
0.078032974,1759,28:23.0,31:08.7,2.761127941,64
1.14258838,1760,28:23.3,30:57.5,2.571136415,64
0.29933954,1761,28:23.7,31:07.8,2.735826623,64
0.372894769,1762,28:26.3,31:02.6,2.605566879,64
0.545608625,1763,28:30.2,31:02.6,2.539753572,64
0.452704964,1764,28:31.9,31:13.9,2.699500032,64
0.350848767,1765,28:31.9,31:21.6,2.827147555,64
0.117985596,1766,28:44.5,31:20.6,2.60071702,64
0.343407805,1767,28:45.0,31:34.5,2.825340072,64
0.142433631,1768,28:53.4,31:37.3,2.730939519,64
0.7441945,1769,28:54.3,31:58.4,3.068192645,64
0.271579913,1770,28:55.6,31:52.7,2.950748026,64
0.24704863,1771,28:56.0,32:03.2,3.118606758,64
0.319205481,1772,28:57.3,31:44.3,2.783355101,64
0.155500472,1773,28:57.7,32:07.4,3.162683507,64
0.557467275,1774,28:58.6,31:57.4,2.980074497,64
0.136819779,1775,28:59.3,31:40.7,2.68886987,64
0.294517216,1776,29:01.5,31:39.0,2.625048033,64
0.286123569,1777,29:04.5,31:38.0,2.558049333,64
0.532219587,1778,29:04.8,31:47.0,2.70341111,64
0.575628276,1779,29:09.2,31:59.8,2.843370958,64
1.106508574,1780,29:09.8,31:45.6,2.59647549,64
0.076979048,1781,29:12.4,32:06.7,2.905973514,64
0.135497177,1782,29:21.8,32:10.7,2.815465351,64
0.467505805,1783,29:27.9,32:20.1,2.868980924,64
0.881949434,1784,29:31.9,32:19.8,2.798572683,64
0.111496142,1785,29:36.6,32:32.2,2.926652316,64
0.428743117,1786,29:37.5,32:35.4,2.96568286,64
0.259329837,1787,29:37.5,32:46.8,3.153959366,64
0.334557173,1788,29:42.4,32:29.4,2.783584595,64
0.79814745,1789,29:49.3,32:42.3,2.884094636,64
0.376593868,1790,29:59.5,32:34.2,2.578438187,64
0.354971157,1791,30:02.8,32:57.7,2.914557962,64
0.169466109,1792,30:04.5,32:43.4,2.648098369,64
0.14391211,1793,30:05.9,32:50.9,2.749157528,64
0.116992614,1794,30:06.1,32:39.9,2.562092268,64
0.588536433,1795,30:07.8,33:07.4,2.992898985,64
1.180516806,1796,30:09.7,32:54.0,2.738311319,64
0.328712613,1797,30:11.4,33:01.9,2.841362003,64
0.043855473,1798,30:14.5,32:50.5,2.599565268,64
0.753981094,1799,30:18.2,32:53.3,2.584989786,64
0.131306065,1800,30:23.4,33:03.0,2.659219503,64
0.901622724,1801,30:27.4,33:17.3,2.831235007,64
0.186475263,1802,30:31.2,33:19.9,2.812092638,64
0.217415582,1803,30:34.5,33:24.1,2.82706567,64
0.862220687,1804,30:34.7,33:13.6,2.648210601,64
0.035878952,1805,30:37.9,33:22.1,2.736106638,64
0.254135605,1806,30:39.9,33:21.4,2.690875582,64
0.320099515,1807,30:41.0,33:19.5,2.6420585,64
0.708940717,1808,30:43.1,33:18.3,2.587547545,64
0.620831313,1809,30:44.3,33:27.4,2.718176448,64
0.715984875,1810,30:53.0,33:25.6,2.543304559,64
0.112303886,1811,30:53.3,33:57.5,3.071295146,64
0.134071397,1812,30:53.8,33:26.5,2.54598521,64
0.238591885,1813,30:54.8,33:50.1,2.922938192,64
0.16967036,1814,30:55.5,33:42.1,2.775539613,64
0.074152655,1815,30:57.5,33:33.9,2.60630002,64
0.822573448,1816,30:58.9,33:47.4,2.808509676,64
1.004276793,1817,30:59.9,33:52.2,2.871380917,64
0.41539074,1818,31:00.0,33:45.8,2.763690372,64
0.125175045,1819,31:00.2,33:48.9,2.811202117,64
0.59032626,1820,31:00.6,33:46.0,2.756699673,64
0.315204713,1821,31:02.6,33:40.9,2.63852944,64
0.141919953,1822,31:02.6,33:35.7,2.552270333,64
0.36300219,1823,31:07.9,33:56.0,2.801777283,64
0.406838147,1824,31:08.2,33:54.6,2.772683354,64
0.097534384,1825,31:08.7,34:01.8,2.885322996,64
0.542524772,1826,31:13.9,33:56.1,2.704055341,64
0.734819929,1827,31:15.2,33:51.4,2.603619293,64
0.660570572,1828,31:20.6,33:53.1,2.542138938,64
0.274626599,1829,31:21.6,34:09.5,2.799075576,64
0.273709203,1830,31:34.5,34:20.9,2.773675032,64
0.154353447,1831,31:37.3,34:22.5,2.752730978,64
0.379336995,1832,31:38.0,34:13.3,2.588519641,64
0.122985829,1833,31:39.0,34:15.0,2.600009934,64
0.560143315,1834,31:40.7,34:15.5,2.579763369,64
0.186362631,1835,31:44.4,34:34.3,2.832330739,64
0.619436608,1836,31:45.6,34:19.1,2.557591502,64
0.732542564,1837,31:47.0,34:22.0,2.582370571,64
0.441912125,1838,31:52.7,34:41.4,2.811557595,64
0.396369437,1839,31:57.5,34:56.5,2.983691283,64
0.190353707,1840,31:58.5,35:02.8,3.071839261,64
1.167221104,1841,31:59.8,34:41.4,2.692978168,64
0.750455259,1842,32:03.2,35:07.2,3.067221697,64
0.770509604,1843,32:06.8,35:05.3,2.975155509,64
0.787988791,1844,32:07.5,35:05.4,2.965091701,64
0.165371024,1845,32:10.8,35:06.6,2.930690968,64
0.053464672,1846,32:19.8,35:05.8,2.765791365,64
0.575605315,1847,32:20.1,35:09.1,2.817361188,64
0.672751241,1848,32:29.5,35:11.8,2.706146097,64
0.216172478,1849,32:32.2,35:27.3,2.918422544,64
0.29886616,1850,32:34.2,35:32.5,2.971815014,64
0.462152496,1851,32:35.4,35:26.3,2.84783531,64
0.277738539,1852,32:39.9,35:12.5,2.543509754,64
1.693308847,1853,32:42.3,35:38.5,2.936209508,64
0.204222453,1854,32:43.4,35:22.3,2.647593506,64
0.133071029,1855,32:46.8,35:48.9,3.034590109,64
0.165274732,1856,32:50.5,35:25.0,2.574374135,64
0.329321695,1857,32:50.9,35:35.6,2.745104253,64
0.413964381,1858,32:53.3,35:53.3,2.9999946,64
1.310899924,1859,32:54.1,35:36.9,2.714786895,64
0.395514704,1860,32:57.7,35:58.7,3.015684994,64
0.412810524,1861,33:01.9,35:50.3,2.805731376,64
0.543301797,1862,33:03.0,35:43.5,2.675828218,64
0.6094447,1863,33:07.4,36:17.0,3.158902812,64
0.053953594,1864,33:13.6,35:53.8,2.670894293,64
0.552813876,1865,33:17.3,36:07.1,2.830376899,64
2.109627347,1866,33:18.3,35:52.9,2.575765248,64
0.310269296,1867,33:19.6,35:55.1,2.592186511,64
0.359436528,1868,33:20.0,36:05.8,2.763484104,64
0.276445301,1869,33:21.4,36:03.9,2.708105032,64
0.124186406,1870,33:22.1,36:09.4,2.788285995,64
0.180058646,1871,33:24.1,36:19.1,2.915615094,64
0.552354281,1872,33:25.6,35:58.1,2.540877851,64
0.271494937,1873,33:26.5,36:02.2,2.594954181,64
1.009054226,1874,33:27.4,36:10.8,2.723600062,64
0.205075623,1875,33:33.9,36:09.8,2.598154902,64
0.130857532,1876,33:35.8,36:10.4,2.577278093,64
0.193761101,1877,33:40.9,36:17.3,2.607242866,64
0.746209581,1878,33:42.1,36:25.0,2.714586043,64
0.238340137,1879,33:45.9,36:27.8,2.698854991,64
0.612305099,1880,33:46.0,36:28.1,2.701542366,64
0.376506239,1881,33:47.4,36:31.4,2.733477036,64
0.622004066,1882,33:48.9,36:36.4,2.791900325,64
0.444345767,1883,33:50.2,36:46.4,2.937429142,64
0.919635262,1884,33:51.4,36:33.0,2.693436766,64
0.167246489,1885,33:52.2,36:39.2,2.782253555,64
0.904132416,1886,33:53.1,36:25.6,2.541635311,64
0.266255946,1887,33:54.6,36:42.8,2.803008393,64
0.266834151,1888,33:56.0,36:40.7,2.744763291,64
2.007096411,1889,33:56.1,36:46.7,2.842689319,64
0.15752745,1890,33:57.6,37:00.5,3.049053999,64
0.515669036,1891,34:01.8,36:57.1,2.920301974,64
0.584738454,1892,34:09.6,36:59.0,2.824017147,64
0.396544731,1893,34:13.3,36:46.6,2.554756606,64
0.160045762,1894,34:15.0,36:51.0,2.599837307,64
0.985994896,1895,34:15.5,36:51.5,2.59972314,64
0.484197552,1896,34:19.1,36:53.1,2.566113885,64
0.319497321,1897,34:21.0,37:03.1,2.7027999,64
0.201890269,1898,34:22.0,36:59.8,2.630449204,64
0.127749097,1899,34:22.5,37:09.4,2.782054897,64
0.153306089,1900,34:34.3,37:20.1,2.763558018,64
0.267587486,1901,34:41.4,37:24.8,2.723839859,64
0.13569875,1902,34:41.4,37:27.5,2.767279828,64
0.41024197,1903,34:56.5,37:55.6,2.984995468,64
0.138997744,1904,35:02.8,38:02.0,2.987124701,64
0.253674592,1905,35:05.3,37:55.0,2.829031948,64
0.104926899,1906,35:05.4,38:00.5,2.918346834,64
1.001123382,1907,35:05.8,37:52.0,2.770427612,64
0.705687193,1908,35:06.7,38:01.9,2.921216977,64
0.386160487,1909,35:07.2,38:20.6,3.223349686,64
0.632351903,1910,35:09.2,37:48.5,2.654920141,64
0.59443271,1911,35:11.9,38:00.3,2.808026298,64
0.47576124,1912,35:12.5,37:46.0,2.55803922,64
0.344061347,1913,35:22.3,38:02.2,2.665505127,64
0.310339379,1914,35:25.0,37:58.9,2.565095703,64
0.156660289,1915,35:26.3,38:15.2,2.814584235,64
0.237843405,1916,35:27.3,38:20.1,2.879993482,64
0.071125191,1917,35:32.6,38:20.9,2.805267608,64
0.391165369,1918,35:35.6,38:21.3,2.761229849,64
0.359786287,1919,35:37.0,38:20.5,2.72625951,64
0.337937496,1920,35:38.5,38:32.9,2.905459909,64
0.115984025,1921,35:43.6,38:27.7,2.734856796,64
1.30160588,1922,35:48.9,38:50.2,3.021245817,64
0.279600901,1923,35:50.3,38:37.7,2.790026263,64
0.102132062,1924,35:52.9,38:35.4,2.707893562,64
0.044329094,1925,35:53.3,38:51.4,2.967356304,64
1.883221322,1926,35:53.8,38:44.6,2.846367133,64
0.2111051,1927,35:55.1,38:37.7,2.709014054,64
0.417308676,1928,35:58.1,38:33.5,2.590228728,64
1.231784782,1929,35:58.7,39:10.7,3.200414415,64
1.094535474,1930,36:02.2,38:34.4,2.536237295,64
0.495449314,1931,36:03.9,38:49.7,2.763079433,64
0.553167601,1932,36:05.8,39:00.7,2.914571718,64
0.404607591,1933,36:07.2,39:00.1,2.881821557,64
1.198952215,1934,36:09.4,38:56.7,2.788506369,64
0.544833566,1935,36:09.8,38:48.0,2.636411484,64
0.344844404,1936,36:10.4,38:43.8,2.556465948,64
1.252458429,1937,36:10.8,38:54.0,2.719788853,64
1.138418147,1938,36:17.0,39:20.1,3.052405409,64
0.368615545,1939,36:17.4,38:54.5,2.618422353,64
0.460630169,1940,36:19.1,39:19.7,3.010342697,64
0.376025234,1941,36:25.0,39:09.0,2.734059747,64
0.678581455,1942,36:25.6,39:02.9,2.620589912,64
0.081918091,1943,36:27.8,39:13.8,2.766021077,64
0.22063943,1944,36:28.1,39:13.2,2.751749221,64
0.055401414,1945,36:31.4,39:18.7,2.788162112,64
0.149840799,1946,36:33.1,39:10.6,2.62537208,64
0.182543278,1947,36:36.5,39:21.8,2.756191289,64
0.07693655,1948,36:39.2,39:26.4,2.787437344,64
0.056665004,1949,36:40.7,39:21.9,2.687121276,64
0.460007802,1950,36:42.8,39:27.1,2.73875225,64
0.400867534,1951,36:46.4,39:52.2,3.095641847,64
0.15512702,1952,36:46.6,39:41.8,2.920086873,64
0.295723041,1953,36:46.7,39:38.0,2.85436943,64
1.009619173,1954,36:51.0,39:26.0,2.583374786,64
0.219920812,1955,36:51.5,39:31.4,2.664649196,64
0.583486082,1956,36:53.1,39:29.0,2.598092846,64
0.590281646,1957,36:57.1,39:46.2,2.818773623,64
0.230384725,1958,36:59.0,39:49.5,2.841395557,64
0.632255913,1959,36:59.9,39:45.3,2.756879171,64
0.692032489,1960,37:00.5,39:54.5,2.899268246,64
1.114955693,1961,37:03.2,39:52.7,2.826036477,64
0.25895658,1962,37:09.4,39:55.6,2.76932685,64
0.352377108,1963,37:20.2,40:09.7,2.825241514,64
0.211122964,1964,37:24.8,40:12.1,2.78720874,64
1.321018697,1965,37:27.5,40:15.9,2.80628202,64
0.109904043,1966,37:46.0,40:32.7,2.777839148,64
0.290667177,1967,37:48.5,40:31.3,2.713799755,64
0.671082114,1968,37:52.1,40:43.8,2.862539176,64
1.741473825,1969,37:55.1,40:54.8,2.995734402,64
0.144852843,1970,37:55.6,40:53.7,2.967716312,64
0.322293797,1971,37:59.0,40:38.8,2.663790993,64
0.266754044,1972,38:00.4,40:50.7,2.838180379,64
0.361179434,1973,38:00.5,40:59.4,2.981669827,64
0.156611759,1974,38:02.0,40:55.0,2.883271627,64
0.169408275,1975,38:02.0,41:17.6,3.259268884,64
0.441715546,1976,38:02.3,40:47.5,2.754713519,64
0.13355764,1977,38:15.2,41:05.9,2.844019016,64
0.48705677,1978,38:20.1,41:14.1,2.898749427,64
0.320910772,1979,38:20.6,41:08.7,2.80287538,64
1.073086017,1980,38:20.7,41:22.2,3.025662963,64
0.45567244,1981,38:20.9,41:03.5,2.709921614,64
0.185861165,1982,38:21.3,41:03.3,2.699529382,64
0.222076975,1983,38:27.7,41:02.5,2.58036737,64
0.158059132,1984,38:32.9,41:24.9,2.867485976,64
0.175823675,1985,38:33.5,41:07.1,2.558936413,64
0.328029518,1986,38:34.4,41:30.0,2.926269233,64
