3,2025-06-28 23:54:53.97382,2025-06-28 23:54:53.980741,0.00634288787841797,NA,NA,8
"b","Start.Time","Current.Time","Duration.Time.DS","DS.Rejection","DS.TS","cores"
1,2025-06-28 23:54:53.973791,2025-06-28 23:54:53.980947,0.00635099411010742,NA,NA,8
5,2025-06-28 23:54:53.974398,2025-06-28 23:54:53.984913,0.00993204116821289,NA,NA,8
2,2025-06-28 23:54:53.973791,2025-06-28 23:54:53.981778,0.00714898109436035,NA,NA,8
6,2025-06-28 23:54:53.974399,2025-06-28 23:54:53.987409,0.0123579502105713,NA,NA,8
11,2025-06-28 23:54:54.050067,2025-06-28 23:54:54.148144,0.0980339050292969,NA,NA,8
8,2025-06-28 23:54:54.041128,2025-06-28 23:54:54.145802,0.104630947113037,NA,NA,8
10,2025-06-28 23:54:54.043994,2025-06-28 23:54:54.165455,0.121420860290527,NA,NA,8
9,2025-06-28 23:54:54.047843,2025-06-28 23:54:54.1654,0.117514848709106,NA,NA,8
13,2025-06-28 23:54:54.160693,2025-06-28 23:54:54.166125,0.00537610054016113,NA,NA,8
14,2025-06-28 23:54:54.160469,2025-06-28 23:54:54.165363,0.00478100776672363,NA,NA,8
15,2025-06-28 23:54:54.175785,2025-06-28 23:54:54.177499,0.00167202949523926,NA,NA,8
17,2025-06-28 23:54:54.181528,2025-06-28 23:54:54.184977,0.00340104103088379,NA,NA,8
12,2025-06-28 23:54:54.068305,2025-06-28 23:54:54.192154,0.123805999755859,NA,NA,8
19,2025-06-28 23:54:54.190561,2025-06-28 23:54:54.195496,0.00482702255249023,NA,NA,8
21,2025-06-28 23:54:54.207049,2025-06-28 23:54:54.209082,0.00198888778686523,NA,NA,8
20,2025-06-28 23:54:54.205999,2025-06-28 23:54:54.211909,0.00586199760437012,NA,NA,8
22,2025-06-28 23:54:54.214373,2025-06-28 23:54:54.219779,0.00529289245605469,NA,NA,8
23,2025-06-28 23:54:54.222888,2025-06-28 23:54:54.227754,0.0048069953918457,NA,NA,8
25,2025-06-28 23:54:54.230525,2025-06-28 23:54:54.237026,0.00644898414611816,NA,NA,8
24,2025-06-28 23:54:54.226398,2025-06-28 23:54:54.235086,0.00854110717773438,NA,NA,8
27,2025-06-28 23:54:54.247588,2025-06-28 23:54:54.255525,0.00783014297485352,NA,NA,8
26,2025-06-28 23:54:54.247532,2025-06-28 23:54:54.255627,0.00799298286437988,NA,NA,8
28,2025-06-28 23:54:54.251335,2025-06-28 23:54:54.25781,0.00642895698547363,NA,NA,8
31,2025-06-28 23:54:54.277599,2025-06-28 23:54:54.279388,0.00174689292907715,NA,NA,8
30,2025-06-28 23:54:54.274137,2025-06-28 23:54:54.279168,0.00492095947265625,NA,NA,8
33,2025-06-28 23:54:54.313323,2025-06-28 23:54:54.318063,0.00463294982910156,NA,NA,8
32,2025-06-28 23:54:54.308477,2025-06-28 23:54:54.314278,0.00569915771484375,NA,NA,8
35,2025-06-28 23:54:54.337292,2025-06-28 23:54:54.341975,0.00462198257446289,NA,NA,8
34,2025-06-28 23:54:54.336546,2025-06-28 23:54:54.341725,0.00507497787475586,NA,NA,8
36,2025-06-28 23:54:54.350997,2025-06-28 23:54:54.356077,0.00496816635131836,NA,NA,8
7,2025-06-28 23:54:53.974407,2025-06-28 23:54:54.40665,0.431638956069946,1,2063.21575899716,8
4,2025-06-28 23:54:53.973978,2025-06-28 23:54:54.408508,0.43386697769165,1,4841.63387862898,8
39,2025-06-28 23:54:54.488357,2025-06-28 23:54:54.598712,0.110234975814819,NA,NA,8
18,2025-06-28 23:54:54.183266,2025-06-28 23:54:54.611018,0.427695989608765,1,928.092317561278,8
16,2025-06-28 23:54:54.176142,2025-06-28 23:54:54.609147,0.432949066162109,1,2172.78478557086,8
41,2025-06-28 23:54:54.617039,2025-06-28 23:54:54.622351,0.00520706176757812,NA,NA,8
43,2025-06-28 23:54:54.622331,2025-06-28 23:54:54.624815,0.00243616104125977,NA,NA,8
42,2025-06-28 23:54:54.621533,2025-06-28 23:54:54.626299,0.00465607643127441,NA,NA,8
45,2025-06-28 23:54:54.639866,2025-06-28 23:54:54.644932,0.00493288040161133,NA,NA,8
44,2025-06-28 23:54:54.639705,2025-06-28 23:54:54.644938,0.00510311126708984,NA,NA,8
48,2025-06-28 23:54:54.660547,2025-06-28 23:54:54.664535,0.00394105911254883,NA,NA,8
47,2025-06-28 23:54:54.659507,2025-06-28 23:54:54.664711,0.0050959587097168,NA,NA,8
49,2025-06-28 23:54:54.672021,2025-06-28 23:54:54.676732,0.00465798377990723,NA,NA,8
50,2025-06-28 23:54:54.683759,2025-06-28 23:54:54.685485,0.00168609619140625,NA,NA,8
52,2025-06-28 23:54:54.702721,2025-06-28 23:54:54.70762,0.00478482246398926,NA,NA,8
29,2025-06-28 23:54:54.270476,2025-06-28 23:54:54.713973,0.443434000015259,1,1096.61165488017,8
37,2025-06-28 23:54:54.354615,2025-06-28 23:54:54.740506,0.385831117630005,1,1625.53294934768,8
55,2025-06-28 23:54:54.754689,2025-06-28 23:54:54.759327,0.00453615188598633,NA,NA,8
56,2025-06-28 23:54:54.782444,2025-06-28 23:54:54.787564,0.00501203536987305,NA,NA,8
57,2025-06-28 23:54:54.805968,2025-06-28 23:54:54.814825,0.00881004333496094,NA,NA,8
58,2025-06-28 23:54:54.835631,2025-06-28 23:54:54.840621,0.00488495826721191,NA,NA,8
59,2025-06-28 23:54:54.864283,2025-06-28 23:54:54.869077,0.00467801094055176,NA,NA,8
38,2025-06-28 23:54:54.371473,2025-06-28 23:54:54.884882,0.51335597038269,1,2169.25307201234,8
60,2025-06-28 23:54:54.887218,2025-06-28 23:54:54.891423,0.00415897369384766,NA,NA,8
61,2025-06-28 23:54:54.897058,2025-06-28 23:54:54.899373,0.00226807594299316,NA,NA,8
62,2025-06-28 23:54:54.900243,2025-06-28 23:54:54.905486,0.0051419734954834,NA,NA,8
63,2025-06-28 23:54:54.913822,2025-06-28 23:54:54.918476,0.00454521179199219,NA,NA,8
