"b","Start.Time","Current.Time","Duration.Time.DS","DS.Rejection","DS.TS","cores"
3,2025-06-28 23:52:52.984741,2025-06-28 23:52:53.370531,0.385200977325439,1,27.7857315371313,8
5,2025-06-28 23:52:52.984823,2025-06-28 23:52:53.412918,0.427531957626343,0,6.61503143160753,8
4,2025-06-28 23:52:52.985259,2025-06-28 23:52:53.421149,0.43523907661438,1,29.8860861336036,8
7,2025-06-28 23:52:52.98533,2025-06-28 23:52:53.434044,0.447962999343872,1,35.5985439179613,8
2,2025-06-28 23:52:52.984722,2025-06-28 23:52:53.441295,0.455744028091431,1,13.2258197620128,8
6,2025-06-28 23:52:52.985324,2025-06-28 23:52:53.456497,0.470602035522461,1,33.745484033907,8
1,2025-06-28 23:52:52.984654,2025-06-28 23:52:53.469331,0.484072923660278,1,16.7095328035888,8
8,2025-06-28 23:52:53.43853,2025-06-28 23:52:53.906004,0.467417001724243,1,98.7218328591209,8
10,2025-06-28 23:52:53.483835,2025-06-28 23:52:53.955614,0.471726894378662,0,8.1629715085765,8
11,2025-06-28 23:52:53.503546,2025-06-28 23:52:53.975534,0.471927881240845,1,182.229410387645,8
12,2025-06-28 23:52:53.506339,2025-06-28 23:52:53.992953,0.486554145812988,1,44.5985622858463,8
9,2025-06-28 23:52:53.473385,2025-06-28 23:52:54.001834,0.528397083282471,1,22.3221245938681,8
13,2025-06-28 23:52:53.518453,2025-06-28 23:52:54.022668,0.504153966903687,1,31.0962737123964,8
14,2025-06-28 23:52:53.54092,2025-06-28 23:52:54.062718,0.521737813949585,1,17.458370533856,8
15,2025-06-28 23:52:53.919811,2025-06-28 23:52:54.311793,0.391922950744629,1,170.57492156646,8
17,2025-06-28 23:52:53.986169,2025-06-28 23:52:54.378962,0.392669916152954,1,791.766113414936,8
18,2025-06-28 23:52:54.013674,2025-06-28 23:52:54.384307,0.370510101318359,1,34.6507468001184,8
16,2025-06-28 23:52:53.965714,2025-06-28 23:52:54.400645,0.434874057769775,1,22.3424116233285,8
20,2025-06-28 23:52:54.031079,2025-06-28 23:52:54.418749,0.38761305809021,1,95.2803521216988,8
21,2025-06-28 23:52:54.080838,2025-06-28 23:52:54.427111,0.346217155456543,1,147.188981238688,8
19,2025-06-28 23:52:54.02374,2025-06-28 23:52:54.438035,0.414240837097168,1,39.8438042651757,8
