2,2025-06-29 00:23:03.158682,2025-06-29 00:23:03.170802,0.0115580558776855,NA,NA,8
"b","Start.Time","Current.Time","Duration.Time.DS","DS.Rejection","DS.TS","cores"
6,2025-06-29 00:23:03.158824,2025-06-29 00:23:03.171405,0.0120389461517334,NA,NA,8
3,2025-06-29 00:23:03.158712,2025-06-29 00:23:03.174067,0.0147960186004639,NA,NA,8
1,2025-06-29 00:23:03.158683,2025-06-29 00:23:03.173317,0.0134491920471191,NA,NA,8
7,2025-06-29 00:23:03.15935,2025-06-29 00:23:03.177425,0.0175139904022217,NA,NA,8
5,2025-06-29 00:23:03.15929,2025-06-29 00:23:03.179623,0.0197529792785645,NA,NA,8
4,2025-06-29 00:23:03.159238,2025-06-29 00:23:03.179648,0.0198209285736084,NA,NA,8
11,2025-06-29 00:23:03.228999,2025-06-29 00:23:03.334184,0.105143070220947,NA,NA,8
9,2025-06-29 00:23:03.231454,2025-06-29 00:23:03.33708,0.105530023574829,NA,NA,8
10,2025-06-29 00:23:03.231541,2025-06-29 00:23:03.33744,0.105841875076294,NA,NA,8
8,2025-06-29 00:23:03.228641,2025-06-29 00:23:03.338936,0.110249996185303,NA,NA,8
15,2025-06-29 00:23:03.347574,2025-06-29 00:23:03.352634,0.00501394271850586,NA,NA,8
16,2025-06-29 00:23:03.348164,2025-06-29 00:23:03.352884,0.00467705726623535,NA,NA,8
12,2025-06-29 00:23:03.245247,2025-06-29 00:23:03.353902,0.10860800743103,NA,NA,8
17,2025-06-29 00:23:03.351844,2025-06-29 00:23:03.356917,0.00502800941467285,NA,NA,8
19,2025-06-29 00:23:03.359974,2025-06-29 00:23:03.363598,0.00358486175537109,NA,NA,8
18,2025-06-29 00:23:03.35495,2025-06-29 00:23:03.361137,0.00613784790039062,NA,NA,8
13,2025-06-29 00:23:03.246849,2025-06-29 00:23:03.365488,0.118597030639648,NA,NA,8
14,2025-06-29 00:23:03.248857,2025-06-29 00:23:03.364759,0.115860223770142,NA,NA,8
20,2025-06-29 00:23:03.363296,2025-06-29 00:23:03.367962,0.00461912155151367,NA,NA,8
22,2025-06-29 00:23:03.367493,2025-06-29 00:23:03.372246,0.00470399856567383,NA,NA,8
21,2025-06-29 00:23:03.366046,2025-06-29 00:23:03.370435,0.00433897972106934,NA,NA,8
24,2025-06-29 00:23:03.373859,2025-06-29 00:23:03.378934,0.00503015518188477,NA,NA,8
23,2025-06-29 00:23:03.372741,2025-06-29 00:23:03.37644,0.00365400314331055,NA,NA,8
26,2025-06-29 00:23:03.376144,2025-06-29 00:23:03.379953,0.00376605987548828,NA,NA,8
25,2025-06-29 00:23:03.37637,2025-06-29 00:23:03.380083,0.00367283821105957,NA,NA,8
27,2025-06-29 00:23:03.376331,2025-06-29 00:23:03.380202,0.00382304191589355,NA,NA,8
28,2025-06-29 00:23:03.382773,2025-06-29 00:23:03.386746,0.00393295288085938,NA,NA,8
29,2025-06-29 00:23:03.383134,2025-06-29 00:23:03.388015,0.00483298301696777,NA,NA,8
33,2025-06-29 00:23:03.390212,2025-06-29 00:23:03.393769,0.00351810455322266,NA,NA,8
31,2025-06-29 00:23:03.38779,2025-06-29 00:23:03.3924,0.00456619262695312,NA,NA,8
30,2025-06-29 00:23:03.387018,2025-06-29 00:23:03.39138,0.00431990623474121,NA,NA,8
34,2025-06-29 00:23:03.390397,2025-06-29 00:23:03.396057,0.0056159496307373,NA,NA,8
32,2025-06-29 00:23:03.389953,2025-06-29 00:23:03.393624,0.00362896919250488,NA,NA,8
35,2025-06-29 00:23:03.396375,2025-06-29 00:23:03.400477,0.00405788421630859,NA,NA,8
36,2025-06-29 00:23:03.400039,2025-06-29 00:23:03.404121,0.00403308868408203,NA,NA,8
37,2025-06-29 00:23:03.40069,2025-06-29 00:23:03.404288,0.0035550594329834,NA,NA,8
38,2025-06-29 00:23:03.401117,2025-06-29 00:23:03.407075,0.00591087341308594,NA,NA,8
40,2025-06-29 00:23:03.405291,2025-06-29 00:23:03.410216,0.0048820972442627,NA,NA,8
39,2025-06-29 00:23:03.404592,2025-06-29 00:23:03.40877,0.00413608551025391,NA,NA,8
41,2025-06-29 00:23:03.40553,2025-06-29 00:23:03.410844,0.00526714324951172,NA,NA,8
42,2025-06-29 00:23:03.410528,2025-06-29 00:23:03.415482,0.00490808486938477,NA,NA,8
44,2025-06-29 00:23:03.413321,2025-06-29 00:23:03.418424,0.00505495071411133,NA,NA,8
46,2025-06-29 00:23:03.416747,2025-06-29 00:23:03.421497,0.00470685958862305,NA,NA,8
45,2025-06-29 00:23:03.4164,2025-06-29 00:23:03.420219,0.00377297401428223,NA,NA,8
43,2025-06-29 00:23:03.412932,2025-06-29 00:23:03.416731,0.00375890731811523,NA,NA,8
47,2025-06-29 00:23:03.41987,2025-06-29 00:23:03.424324,0.0044097900390625,NA,NA,8
48,2025-06-29 00:23:03.419969,2025-06-29 00:23:03.426636,0.0066230297088623,NA,NA,8
49,2025-06-29 00:23:03.424054,2025-06-29 00:23:03.428634,0.00453400611877441,NA,NA,8
50,2025-06-29 00:23:03.425931,2025-06-29 00:23:03.430514,0.00453519821166992,NA,NA,8
52,2025-06-29 00:23:03.429785,2025-06-29 00:23:03.433642,0.00381112098693848,NA,NA,8
51,2025-06-29 00:23:03.427769,2025-06-29 00:23:03.431574,0.00376009941101074,NA,NA,8
53,2025-06-29 00:23:03.430784,2025-06-29 00:23:03.434342,0.00351810455322266,NA,NA,8
54,2025-06-29 00:23:03.435109,2025-06-29 00:23:03.438835,0.00368499755859375,NA,NA,8
55,2025-06-29 00:23:03.435155,2025-06-29 00:23:03.440424,0.00522279739379883,NA,NA,8
58,2025-06-29 00:23:03.440734,2025-06-29 00:23:03.444464,0.00368905067443848,NA,NA,8
56,2025-06-29 00:23:03.439457,2025-06-29 00:23:03.443093,0.00358891487121582,NA,NA,8
57,2025-06-29 00:23:03.439686,2025-06-29 00:23:03.443334,0.00360918045043945,NA,NA,8
60,2025-06-29 00:23:03.44501,2025-06-29 00:23:03.448803,0.00375103950500488,NA,NA,8
59,2025-06-29 00:23:03.442144,2025-06-29 00:23:03.449664,0.00747299194335938,NA,NA,8
64,2025-06-29 00:23:03.453479,2025-06-29 00:23:03.457184,0.00366401672363281,NA,NA,8
65,2025-06-29 00:23:03.453815,2025-06-29 00:23:03.458121,0.00426101684570312,NA,NA,8
61,2025-06-29 00:23:03.447216,2025-06-29 00:23:03.451831,0.00457000732421875,NA,NA,8
63,2025-06-29 00:23:03.451085,2025-06-29 00:23:03.45839,0.00725793838500977,NA,NA,8
62,2025-06-29 00:23:03.449118,2025-06-29 00:23:03.453355,0.00419092178344727,NA,NA,8
67,2025-06-29 00:23:03.459848,2025-06-29 00:23:03.463524,0.00363397598266602,NA,NA,8
69,2025-06-29 00:23:03.464427,2025-06-29 00:23:03.468202,0.00373101234436035,NA,NA,8
66,2025-06-29 00:23:03.459406,2025-06-29 00:23:03.46369,0.00423288345336914,NA,NA,8
70,2025-06-29 00:23:03.465145,2025-06-29 00:23:03.470466,0.00527000427246094,NA,NA,8
68,2025-06-29 00:23:03.464352,2025-06-29 00:23:03.470823,0.00642800331115723,NA,NA,8
71,2025-06-29 00:23:03.467864,2025-06-29 00:23:03.47324,0.00532793998718262,NA,NA,8
72,2025-06-29 00:23:03.469372,2025-06-29 00:23:03.477295,0.00787806510925293,NA,NA,8
75,2025-06-29 00:23:03.477012,2025-06-29 00:23:03.482362,0.00530600547790527,NA,NA,8
73,2025-06-29 00:23:03.474491,2025-06-29 00:23:03.479238,0.00469303131103516,NA,NA,8
74,2025-06-29 00:23:03.474566,2025-06-29 00:23:03.482906,0.00829505920410156,NA,NA,8
77,2025-06-29 00:23:03.480315,2025-06-29 00:23:03.486677,0.00631499290466309,NA,NA,8
78,2025-06-29 00:23:03.481168,2025-06-29 00:23:03.486885,0.00567007064819336,NA,NA,8
76,2025-06-29 00:23:03.480338,2025-06-29 00:23:03.48444,0.00404906272888184,NA,NA,8
79,2025-06-29 00:23:03.488306,2025-06-29 00:23:03.492597,0.00424599647521973,NA,NA,8
80,2025-06-29 00:23:03.490305,2025-06-29 00:23:03.497031,0.00668120384216309,NA,NA,8
83,2025-06-29 00:23:03.493707,2025-06-29 00:23:03.499164,0.00540804862976074,NA,NA,8
85,2025-06-29 00:23:03.497721,2025-06-29 00:23:03.501241,0.00347900390625,NA,NA,8
82,2025-06-29 00:23:03.490816,2025-06-29 00:23:03.495855,0.0049898624420166,NA,NA,8
81,2025-06-29 00:23:03.490644,2025-06-29 00:23:03.497402,0.00669503211975098,NA,NA,8
84,2025-06-29 00:23:03.497146,2025-06-29 00:23:03.501611,0.00441789627075195,NA,NA,8
86,2025-06-29 00:23:03.502825,2025-06-29 00:23:03.507027,0.00415301322937012,NA,NA,8
87,2025-06-29 00:23:03.505616,2025-06-29 00:23:03.509603,0.00394415855407715,NA,NA,8
89,2025-06-29 00:23:03.507287,2025-06-29 00:23:03.510859,0.00352907180786133,NA,NA,8
88,2025-06-29 00:23:03.507327,2025-06-29 00:23:03.510876,0.00350713729858398,NA,NA,8
91,2025-06-29 00:23:03.50857,2025-06-29 00:23:03.512944,0.00432705879211426,NA,NA,8
90,2025-06-29 00:23:03.507718,2025-06-29 00:23:03.515918,0.00815606117248535,NA,NA,8
92,2025-06-29 00:23:03.512306,2025-06-29 00:23:03.515916,0.00356721878051758,NA,NA,8
93,2025-06-29 00:23:03.513811,2025-06-29 00:23:03.518943,0.00508499145507812,NA,NA,8
95,2025-06-29 00:23:03.518418,2025-06-29 00:23:03.52263,0.0041649341583252,NA,NA,8
97,2025-06-29 00:23:03.521853,2025-06-29 00:23:03.525388,0.00349593162536621,NA,NA,8
98,2025-06-29 00:23:03.523867,2025-06-29 00:23:03.527636,0.00372600555419922,NA,NA,8
96,2025-06-29 00:23:03.52013,2025-06-29 00:23:03.524609,0.00443506240844727,NA,NA,8
94,2025-06-29 00:23:03.517954,2025-06-29 00:23:03.522584,0.00458383560180664,NA,NA,8
100,2025-06-29 00:23:03.529286,2025-06-29 00:23:03.534056,0.00466394424438477,NA,NA,8
101,2025-06-29 00:23:03.529231,2025-06-29 00:23:03.532784,0.00351095199584961,NA,NA,8
99,2025-06-29 00:23:03.526264,2025-06-29 00:23:03.530588,0.0042729377746582,NA,NA,8
105,2025-06-29 00:23:03.534316,2025-06-29 00:23:03.537955,0.00360202789306641,NA,NA,8
102,2025-06-29 00:23:03.533667,2025-06-29 00:23:03.537363,0.00365090370178223,NA,NA,8
104,2025-06-29 00:23:03.534391,2025-06-29 00:23:03.540825,0.00638914108276367,NA,NA,8
103,2025-06-29 00:23:03.534318,2025-06-29 00:23:03.540198,0.00583410263061523,NA,NA,8
106,2025-06-29 00:23:03.540054,2025-06-29 00:23:03.54653,0.00642991065979004,NA,NA,8
108,2025-06-29 00:23:03.542177,2025-06-29 00:23:03.549304,0.00704503059387207,NA,NA,8
